VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
Verified,Manassas Park Community Center,Community and Recreation Centers,,(703) 335-8872,"99 Adams St, Manassas Park, VA 20111",https://www.manassasparkcommunitycenter.com/,"Welcome to the City of Manassas Park, Department of Parks and Recreation. The Department of Parks and Recreation is committed to the provision of quality leisure services for the residents of Manassas Park. Over the years, through the many changes the City has endured, the Department of Parks and Recreation has responded to the growing needs of the community by continuing to support the Governing Body’s vision to be the “Premier Northern Virginia Community to live, work, and raise a family”.
 
Department Mission
The Department of Parks and Recreation is committed to the provision of quality leisure services for the residents of Manassas Park. It is our mission to provide a variety of high quality, diverse leisure opportunities, foster our city’s parks and natural resources, and support the individual growth and well being of our citizens.",,,38.7833062,-77.4625463
Verified,Montclair Library,Education Services,,703-792-8740,"5049 Waterway Dr, Montclair, VA 22025",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM",,38.6101432,-77.35696330000000
Verified,Nokesville Library,Education Services,,703-792-5665,"12993 Fitzwater Dr, Nokesville, VA 20181",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.69933170000000,-77.5822184
Verified,Northern Virginia Family Service (NVFS) Serve Campus Family Shelter,Housing Utilities Finances,info@nvfs.org,571-444-6664,"10054 Dean Drive, Manassas, VA 20110",https://www.nvfs.org/our-services/homelessness-housing/serve-campus/,"With 90 beds, SERVE Family Shelter is Northern Virginia’s largest family homeless shelter. On average, more than 40 percent of shelter guests are children. While staying at our shelter, guests work with a case manager who helps connect them with the right tools, knowledge and resources for lasting well-being and self-sufficiency.

NVFS’ housing and homelessness prevention programs also help families and individuals with rent and utility assistance to prevent evictions and disconnections.",,,38.7447792,-77.49980820000000
Verified,Old Bridge Estates Community,Community and Recreation Centers,,(703) 590-5300,"3600 Beaver Pond Rd, Woodbridge, VA 22192",https://oldbridgeestates.connectresident.com/,"Old Bridge Estates is a tree-lined community of 862 single-family and town homes in Northern Virginia.  It is located in the Northeastern area of Prince William County, just 10 miles South of the Capital Beltway circling Washington, D.C..  The community has easy access to interstates I-95, I-395, I-495 and Prince William County Parkway, as well as commuter lots accessing the HOV lanes and the Virginia Railway Express - all providing an easy commute to the Washington area's major employment centers.  Old Bridge Estates is nestled back in a wooded area with streams and ponds, giving the community a small town feel.  Old Bridge Estates is an ideal location for professionals as well as families with small children to live. The area is quiet and comfortable setting to relax after a hard days work and a great park-filled place to raise children.  While the area is extremely beautiful and the community is conveniently located, the biggest asset is the people who live here. Our friendly residents make Old Bridge Estates a wonderful place to live because they take pride and are active in their community.",Thursday	9 AM–5 PM,,38.675794,-77.32097380000000
Verified,Operation Renewed Hope (ORHF),Veteran Services,,(703) 887-8117,"P.O. Box 10142, Alexandria, VA 22310","https://www.operationrenewedhopefoundation.org/need-help-now-contact-orhf-homeless-veterans/#:~:text=About%20ORHF,-We%20provide%20a&text=If%20you%20are%20a%20Veteran,support%20and%20services%20you%20need.","Operation Renewed Hope Foundation helps Veterans receive the housing, transportation and supportive services they require to rebuild their lives.",,,38.7871215,-77.1197521
Verified,Parent Resource Center Workshop PWC,Family,ContreEM@pwcs.edu,(703) 791-7935,"Kelly Leadership Center, Second Floor, Suite 2200, 14715 Bristow Rd., Manassas, VA 20112",https://www.pwcs.edu/academics___programs/special_education/parent_resource_center/index,"In operation since November 1992, the PWCS Office of Special Education Parent Resource Center's mission is to assist parents and families of children with disabilities to become active participants in their child's education. Its goal is to promote a positive relationship between parents and educators.

The PRC provides information, a lending library, and supports parents regarding the special education process in Prince William County, and will refer parents to appropriate resources in the division and the community. PRC staff may not serve as advocates for parents; in School Intervention, IEP, or Eligibility meetings or attend a Central Office Review, State Mediation, or Due Process Hearing.

Please check the events page often for information that may be of interest to you. TTAC Online, their websites are listed on the Events page, has many resources.

The Parent Resource Center (PRC) can provide bilingual support for parents. If interested in receiving this support, contact the PRC by phone at 703-791-8846 or 703-791-7438. Please provide the following information:

Name
Preferred Language
Days/Times available for consultation
Contact information (phone number and/or email address)","Monday - Friday 8 a.m. - 4:30 p.m.
Hours by appointment",,38.63661,-77.4348102
Verified,Portuguese American Leadership Council of the United States (PALCUS),Immigrant Support Services,palcus@palcus.org,202-466-4664,"9255 Center St., Suite 102 - Manassas, VA 20110, USA",http://www.palcus.org,"PALCUS is committed to serving the community through increasingly active government relations efforts, the promotion of a greater awareness of ethnic accomplishments and encouraging stronger ties between Portugal and the United States. In this role, we advance the community professionally, politically and culturally, while working to ensure that issues directly affecting our community are addressed through our network of government and community leaders.",,,38.7504254,-77.4758264
Verified,Postpartum Support Virginia (PWC),Family,info@postpartumva.org,(703) 829-7152,"Post Office Box 5742, Fredericksburg, VA 22403",https://postpartumva.org,"Postpartum Support Virginia’s MISSION is to educate families, healthcare providers and communities about perinatal mood & anxiety disorders (PMADs) and to provide resources to help new and expectant mothers and their families overcome anxiety, depression, and other PMADs.

Postpartum Support Virginia’s VISION is that all birthing people and parents in Virginia will receive information about PMADs, be screened for them during pregnancy and throughout the first year after birth and have access to resources for recovery.",,,38.32,-77.47
Verified,Potomac Library,Education Services,,703-792-8330,"2201 Opitz Blvd, Woodbridge, VA 22191",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM","U.S. Passport Services will be closed from Saturday, March 1-Sunday, March 16. Appointments can be made at pwcva.gov/library beginning Monday, March 17.",38.6327274,-77.280687
Verified,Potomac Shores Recreation Center -- Shores Club,Community and Recreation Centers,,,"1801 Potomac Shores Pkwy, Dumfries, VA 22026",https://potomacshores.com/lifestyle/shores-club/,"Our community’s heartbeat is the Shores Club, our epic 13,000-square-foot recreation and social hub. Here, neighbors become friends, grins stretch from ear to ear, and passions are shared and celebrated in many hobby clubs—everything from yoga, kickboxing and sewing to cigars and craft whiskey.",,,38.5737978,-77.2722979
Verified,Prince William Chamber of Commerce,Business Services,info@pwchamber.org,703-368-6600,"9733 Buchanan Loop Manassas, VA 20110",https://pwchamber.org/,"As the largest Chamber of Commerce in the Washington, DC Metro area, the Prince William Chamber leverages its influence to champion policies that drive economic growth and enhance the business environment in Northern Virginia. Collaborating closely with our Policy Committee and Board of Directors, we identify key issues affecting local businesses and craft a strategic legislative agenda. Our advocacy efforts focus on critical priorities such as BPOL tax reform, advancing transportation infrastructure, and ensuring robust funding for education—laying the foundation for a thriving and prosperous community.",,,38.740528,-77.512973
Verified,"Prince William County Animal Shelter,",Pet,animalshelter@pwcgov.org,703.792.6465,"14807 Bristow Road, Manassas, VA 20112",https://pwspca.org/food/,Accepts donations of pet food and supplies.  What cannot be used at the shelter is donated to the community. The pantry is in the shelter. Ask the front desk staff for information.  ,"• Tuesday – Friday: 11 a.m. – 5 p.m. 
• Saturday: 10 a.m. – 4 p.m.
• Sunday: 12 – 4 p.m.
• Monday and Holidays: Closed The shelter",,38.6347959,-77.4306112
Verified,Prince William County Center,Community and Recreation Centers,info@pwcchoa.com,(703) 580-9650,"4799 Wermuth Way, Woodbridge, VA 22192",https://pwcchoa.com/,"Prince William County Center Owners Association (PWCCOA) is a large sub-division of Prince William County, Virginia, consisting of over 600 single family and town homes. There is a shared facility at 4799 Wermuth Way with a party/meeting room, a gym, and a swimming pool.

The community has several large common areas spread across the property which are all easily and safely accessible by sidewalk. The North side of the community offers a large playground and tennis courts. There are tot lots at both the North East and South West sections of the community. The Association hosts “Music on the Green” events throughout the summer months at the Amphitheatre. Here you will find easy access to shops, banks, a 24-hour fitness center, as well as a dine-in restaurant and the Potomac Nationals Baseball stadium, bringing added entertainment to the local residents.",Monday to Friday 9am to 5pm,,38.673486,-77.35041800000000
Verified,Prince William County Community Foundation -- C.H.O.W. Wagon,Food,info@pwccfoundation.org,800-455-4773,"PO box 5148, Woodbridge, VA 22194",https://www.pwccfoundation.org/program-services-chow-wagon,"C.H.O.W. Wagon

The Combating Hunger on Wheels (C.H.O.W.) Wagon initiative offers multi-layered support to County residents most in need of resources to combat food insecurity and hunger. A child’s ability to realize their future potential is often dependent on the resources they have today. Children exposed to food insecurity are of particular concern to PWCCF and our C.H.O.W. Initiative given the implications scarce food resources pose to a child’s health and development. Children who are food insecure are more likely to be hospitalized and may be at higher risk for developing chronic diseases such as obesity as a result in lower quality diet, anemia and asthma. In addition, food-insecure children may also be at higher risk for behavioral and social issues including fighting, hyperactivity, and anxiety and bullying. To help these economically disadvantaged children, PWCFF will transport meals to neighborhood children in need to help combat the food insecurity that exist in our community.",,,38.63,-77.27
Verified,Prince william County Office of Housing and Community Development,Housing Utilities Finances,housing@pwcgov.org,703-792-7530,"15941 Donald Curtis Drive, Ste 112, Woodbridge, VA 22191",https://www.pwcva.gov/department/housing-community-development,"Office is responsible for administering County Housing Programs and initiatives such as
Community Development and Rehabilitation for owner-occupied units or first time home
buyers; Foreclosure Rehabilitation Acquisition Program (FRAP) provides financial
counseling, home ownership education, deferred loans for down-payment, closing costs,
or rehabilitation for select areas within PWC and for those who have obtained financing;
Homeownership Assistance Program (HAP) provides financial counseling, education,
and deferred loans for down-payment, closing costs or energy efficiency improvements
for the property being purchased.
Housing Choice Voucher Program (Section 8), and Transitional Housing program,
referrals for transitional housing program required from an area homeless shelter.",,,38.6081058,-77.295493
Verified,Prince William Family Counseling ,Family,inquiry@wtg-pwfc.hush.com,(703)330-9933,"8140 Ashton Ave Suite 200, Manassas, VA 20109",https://woodbridgetherapygroup.com/,"Woodbridge Therapy Group and Prince William Family Counseling are committed to providing convenient and accessible mental health services to Virginia residents through our Telemental Health services. Our team of licensed behavioral health professionals is equipped to offer psychotherapy sessions from the comfort of your own home using technology and online access. All sessions are done through a HIPAA-compliant secured service.

We prioritize your privacy and security, offering secure face-to-face sessions through a HIPAA-compliant video and audio platform. We are dedicated to accommodating various payment options, including self-pay, commercial insurance, and private insurance.",,,38.7811685,-77.5171933
Verified,Prince William Senior Centers -- Manassas Senior Center,Family,,(703) 792-6405,"9320 Mosby Street, Manassas, Virginia, 20110",https://www.pwcva.gov/department/area-agency-aging/senior-centers,"The Prince William Area Agency on Agency has two senior center locations at Manassas and Woodbridge. Senior centers are open weekdays for a wide variety of classes, programs and activities. Membership is open to persons 55 years of age and older.​

ACTIVITIES AND CLASSES
Both of our Senior Centers offer a wide variety of structured and unstructured activities and classes. Activities are designed to enhance health and wellness, strengthen the mind and give older adults an opportunity to enjoy time with friends. Activities and classes offered may include fitness, dancing, computer, seasonal parties, woodcarving, painting, cards, board games and a variety of craft programs. Exercise equipment, ping pong tables, and a pool table are also available.

HEALTH AND WELLNESS
Did you know that we have a full-time registered dietitian on staff? Join us at the Woodbridge and Manassas senior centers to learn about nutrition for good health.

Members are eligible to receive personalized nutrition counseling on site and over the phone. Schedule an appointment with our registered dietitian to discover a healthy eating pattern that aligns with your lifestyle.

Our dietitian also provides weekly nutrition classes on a range of relevant topics including diabetes management, healthy eating on a budget, and interpreting food labels. Please feel free to reach out to Saba Barkneh, (703) 792-5426, to ask any questions you may have or schedule an appointment.

We offer evidence based programs to enhance quality of life for older adults. Classes can be scheduled through the Agency's evidence based coordinator, Kathleen Wiley, (703) 792-7152.

MEMBERSHIP
Membership for residents of Prince William County, Manassas and Manassas Park is $25 annually. Non-members may participate for a $2 drop in fee per day. If you live outside these areas, the cost for membership is $35 annually or $5 for a drop in.

Becoming a member is simple. Simply fill out the Senior Center Membership Form and bring it to the Senior Center of your choice along with your membership fee. We accept cash and checks, but do not accept credit cards at this time. Once dues are paid you will be given a membership card which you will present each time you visit.

NUTRITION PROGRAM LUNCH
A delicious and healthy lunch is served daily at 12 noon. The menu varies each day offering a hot lunch. Refer to the calendar on the bulletin board for the daily menu. Lunch is a great time to meet new people or visit with old friends. Daily reservations should be made by phone or in person no later than 10:30 a.m. Nutrition services are targeted to those 60 years of age or older, and a donation is accepted.

TRANSPORTATION

Do not let transportation stop you from attending one of our Senior Centers. Door-to-door limited transportation is offered for Senior Center members. A nominal fee is charged and fare cards must be purchased in advance. For transportation to the Manassas Senior Center call 703-792-5956, for transportation to the Woodbridge Senior Center call 703-792-5682. For more information on taxi services and public transportation in our area visit our Transportation page.","Monday through Friday 9 a.m.– 4:30 p.m. Both Senior Centers are closed on the last Wednesday of every month. In addition, the centers are closed the week of July 4th and the week between Christmas and New Year’s.","Senior Center Sick Policy

UPON ARRIVAL:

The Senior Center respects the health and safety of all of the participants. Therefore, we require that any participant stay at home if he/she shows any of the following symptoms:

Temperature over 100 degrees Fahrenheit
Recurrent diarrhea or vomiting
Upper respiratory infection
Any communicable disease
If a participant should become ill while at the senior center, he/she will be asked to leave and/or a designated emergency contact will be called.",38.7535485,-77.4802916
Verified,Prince William Senior Centers -- Woodbridge Senior Center,Family,,(703) 792-5081,"13850 Church Hill Drive, Woodbridge, Virginia, 22191",https://www.pwcva.gov/department/area-agency-aging/senior-centers,"The Prince William Area Agency on Agency has two senior center locations at Manassas and Woodbridge. Senior centers are open weekdays for a wide variety of classes, programs and activities. Membership is open to persons 55 years of age and older.​

ACTIVITIES AND CLASSES
Both of our Senior Centers offer a wide variety of structured and unstructured activities and classes. Activities are designed to enhance health and wellness, strengthen the mind and give older adults an opportunity to enjoy time with friends. Activities and classes offered may include fitness, dancing, computer, seasonal parties, woodcarving, painting, cards, board games and a variety of craft programs. Exercise equipment, ping pong tables, and a pool table are also available.

HEALTH AND WELLNESS
Did you know that we have a full-time registered dietitian on staff? Join us at the Woodbridge and Manassas senior centers to learn about nutrition for good health.

Members are eligible to receive personalized nutrition counseling on site and over the phone. Schedule an appointment with our registered dietitian to discover a healthy eating pattern that aligns with your lifestyle.

Our dietitian also provides weekly nutrition classes on a range of relevant topics including diabetes management, healthy eating on a budget, and interpreting food labels. Please feel free to reach out to Saba Barkneh, (703) 792-5426, to ask any questions you may have or schedule an appointment.

We offer evidence based programs to enhance quality of life for older adults. Classes can be scheduled through the Agency's evidence based coordinator, Kathleen Wiley, (703) 792-7152.

MEMBERSHIP
Membership for residents of Prince William County, Manassas and Manassas Park is $25 annually. Non-members may participate for a $2 drop in fee per day. If you live outside these areas, the cost for membership is $35 annually or $5 for a drop in.

Becoming a member is simple. Simply fill out the Senior Center Membership Form and bring it to the Senior Center of your choice along with your membership fee. We accept cash and checks, but do not accept credit cards at this time. Once dues are paid you will be given a membership card which you will present each time you visit.

NUTRITION PROGRAM LUNCH
A delicious and healthy lunch is served daily at 12 noon. The menu varies each day offering a hot lunch. Refer to the calendar on the bulletin board for the daily menu. Lunch is a great time to meet new people or visit with old friends. Daily reservations should be made by phone or in person no later than 10:30 a.m. Nutrition services are targeted to those 60 years of age or older, and a donation is accepted.

TRANSPORTATION

Do not let transportation stop you from attending one of our Senior Centers. Door-to-door limited transportation is offered for Senior Center members. A nominal fee is charged and fare cards must be purchased in advance. For transportation to the Manassas Senior Center call 703-792-5956, for transportation to the Woodbridge Senior Center call 703-792-5682. For more information on taxi services and public transportation in our area visit our Transportation page.","Monday through Friday 9 a.m.– 4:30 p.m. Both Senior Centers are closed on the last Wednesday of every month. In addition, the centers are closed the week of July 4th and the week between Christmas and New Year’s.","Senior Center Sick Policy

UPON ARRIVAL:

The Senior Center respects the health and safety of all of the participants. Therefore, we require that any participant stay at home if he/she shows any of the following symptoms:

Temperature over 100 degrees Fahrenheit
Recurrent diarrhea or vomiting
Upper respiratory infection
Any communicable disease
If a participant should become ill while at the senior center, he/she will be asked to leave and/or a designated emergency contact will be called.",38.650124,-77.26580250000000
Verified,Project Mend-A-House,Housing Utilities Finances,support@pmah.org,(703) 792-7663,"8787 Commerce Ct, Manassas, VA 20110",https://pmah.org/,"Loan Closet
Grab bars, air conditioning units, stair climbers, ramps, wheelchairs, and other durable medical equipment.
Home Repairs
Small leaks, faucet replacements, loose steps, drywall repair, door knobs, and locks, and hand railings.
Home Modifications
Bathroom conversions from Tub to Shower, Door Widening, Countertop Lowering, Cabinet Modification, and ADA Compliancy.
Property Wellness
HVACs, Decks, Roofs, Gutters, Yard Clean Up, Walk-Ways, and Tree Removals",,,38.759385,-77.4593462
Verified,PWC OAR NOVA (Re-entry Program from Jail),Employment Services,info@oarnova.org,(703) 246 – 3033,"9319 Mosby Street, Manassas, VA 20110",https://oarnova.org/services/prince-william-county/,"OAR has a relationship with the Prince
William – Manassas Regional Adult
Detention Center (PWMRADC) to provide
comprehensive reentry services designed to
build skills, address criminogenic risk
factors, and prepare individuals for a
successful return to the community. OAR
staff perform risk and needs assessments
for incarcerated individuals, develop case
plans, and provide case management to
help individuals prepare for a successful
release.
Pre-release services in the PWMRADC
include:
-Anger Management
-Case Management / One-on-One
-Assistance
-Employability Skills
-Fatherhood
-Money Smart
-Impact of Crime
Life Skills
Parenting
Release Planning
Workplace Skills",,"By appointment only. Those eligible for OAR services in Prince
William meet one of the following criteria:
 Nearing release from the Prince William
County Adult Detention Center.
 Reside in Prince William, Manassas, or
Manassas Park after incarceration in a
jail, state prison, or federal prison.
 Resident of Prince William County,
Manassas, or Manassas Park with an
incarcerated family member. ",38.7530983,-77.4785469
Verified,PWC OAR NOVA (Re-entry Program from Jail),Employment Services,info@oarnova.org,(703) 246 – 3033,"9309 Center Street, Suite 201, Manassas, VA 20110",https://oarnova.org/services/prince-william-county/,"OAR has a relationship with the Prince
William – Manassas Regional Adult
Detention Center (PWMRADC) to provide
comprehensive reentry services designed to
build skills, address criminogenic risk
factors, and prepare individuals for a
successful return to the community. OAR
staff perform risk and needs assessments
for incarcerated individuals, develop case
plans, and provide case management to
help individuals prepare for a successful
release.
Pre-release services in the PWMRADC
include:
-Anger Management
-Case Management / One-on-One
-Assistance
-Employability Skills
-Fatherhood
-Money Smart
-Impact of Crime
Life Skills
Parenting
Release Planning
Workplace Skills",,"By appointment only. Those eligible for OAR services in Prince
William meet one of the following criteria:
 Nearing release from the Prince William
County Adult Detention Center.
 Reside in Prince William, Manassas, or
Manassas Park after incarceration in a
jail, state prison, or federal prison.
 Resident of Prince William County,
Manassas, or Manassas Park with an
incarcerated family member. ",38.7501109,-77.4781352
Verified,PWCS Global Welcome Center: Manassas Campus,Family,GWCRegistration@pwcs.edu,(571) 402-3800,"10100 Lomond Dr., Manassas, VA 20109",https://www.pwcs.edu/departments/global_welcome_ center/index,"All new registrations are completed through the online application (registration of students). For help or questions about this process, contact your school (find your school), or one of our Global Welcome Centers at 571-402-3800 in Manassas or 571-374-6813 in Woodbridge or send an email to GWCRegistration@pwcs.edu. A staff member will contact you as soon as possible to assist you.

The Global Welcome Center conducts English proficiency assessments and registers for students who speak and/or understand a language other than English.

Please contact one of the centers to make an appointment.

Bilingual staff members are available to help families who speak or understand a language other than English.  Please let us know when making your appointment if you will need an interpreter.","Global Welcome Center Hours:
Monday-Friday
8 a.m. to 4 p.m. (by appointment)",,38.7848225,-77.501442
Verified,PWCS Global Welcome Center: Woodbridge Campus,Family,GWCRegistration@pwcs.edu,(571) 374-6813,"15111 Blackburn Rd. Woodbridge, VA 22191",https://www.pwcs.edu/departments/global_welcome_ center/index,"All new registrations are completed through the online application (registration of students). For help or questions about this process, contact your school (find your school), or one of our Global Welcome Centers at 571-402-3800 in Manassas or 571-374-6813 in Woodbridge or send an email to GWCRegistration@pwcs.edu. A staff member will contact you as soon as possible to assist you.

The Global Welcome Center conducts English proficiency assessments and registers for students who speak and/or understand a language other than English.

Please contact one of the centers to make an appointment.

Bilingual staff members are available to help families who speak or understand a language other than English.  Please let us know when making your appointment if you will need an interpreter.","Global Welcome Center Hours:
Monday-Friday
8 a.m. to 4 p.m. (by appointment)",,38.6221174,-77.26633030000000
Verified,Refugee and Immigrant Services (RIS) by Lutheran Social Services of the National Capital Area (LSS/NCA),Immigrant Support Services,immigration@LSSNCA.org,(202) 723-3000,"3320 Noble Pond Way, 201, Woodbridge, VA 22192",https://lssnca.org/programs/refugee-and-immigrant-services/,"Lutheran Social Services of the National Capital Area's robust Refugee and Immigrant Services (RIS) program paves the pathway in the Greater Washington D.C. area for resettling families and individuals with legal, financial, employment, education, and housing support.

This program provides:

- Housing support
- Employment services
- Youth mentoring","Sunday: Closed
Monday: 9:00 AM - 5:00 PM
Tuesday: 9:00 AM - 5:00 PM
Wednesday: 9:00 AM - 5:00 PM
Thursday: 9:00 AM - 5:00 PM
Friday: 9:00 AM - 5:00 PM
Saturday: Closed",,38.6498542,-77.30865900000000
Verified,Salvation Army,Housing Utilities Finances,,703-580-8991,"1483 Old Bridge Rd, Ste 102, Woodbridge, VA 22192",https://southernusa.salvationarmy.org/nca/prince-william-service-center/,"The Salvation Army provides much-needed emergency services to families every day. Thanks to a generous benefactor in Prince William County, Virginia, a fund has been set aside to specifically assist military veterans and their families to meet their needs. The program helps both homeless and financially struggling veterans combat hardship where they live. The fund covers financial assistance for rent and mortgage payments, utility bills, food supplies, and—most critical—medical costs. A similar fund provides similar assistance to veterans living in Prince George’s County, Maryland.

In addition to meeting the social service needs of the community, the Prince William Service Center also offers youth programs and opportunities for spiritual nourishment. Families find fellowship in the worship services every Sunday, while kids build friendships and life skills through youth programs and after-school clubs. And when school is out during the summer, the service center opens the doors of its gym, providing a healthy alternative to everyone in the neighborhood.

Community Programs

Social Services Monday through Thursday from 10 am to 4 pm, Friday from 10 am to 2 pm
STEP – Steps Program on Thursdays from 10-12.
One-on-one counseling and mentoring program are designed to help people get out of poverty. This program requires registration in advance.
Fresh Fruit & Vegetable Giveaway every fourth Thursday from 10 am to 11:30 am at Debre Medehanit Eyesus Ethiopian Orthodox Tewahido Church at 13430 Minnieville Rd, Woodbridge, VA 22192
Guitar Lessons on Tuesdays at 5 pm
Children and Youth Programs on Tuesdays at 6 pm
Spiritual Care and Worship

Bible Study Conference Call on Wednesday at 7pm, Call 1-302-202-1110 Enter Code 858076
Sunday School on Sunday at 10am
Sunday Worship on Sunday at 11am
Women’s Ministries on Wednesday at 10am
Seasonal Assistance

Summer Camp Registration
Back To School Supplies
Christmas Assistance",,,38.67248791,-77.2616851
Verified,Saved Hands Foundation,Employment Services,info@SavedHandsFoundation.org,(571) 406-5112,"3360 Post Office Road #1745, Woodbridge, VA 22195",https://www.savedhandsfoundation.org/,"Saved Hands Foundation is a 501(c)(3) non-profit organization committed to addressing the issues of equity in homelessness, suicide prevention, and workforce development for citizens of our community.

Led by experienced professionals, Saved Hands also offers hands-on workforce development training and counseling services for individuals who want to increase their professional marketability.",,,38.6506304,-77.3118609
Verified,Second Irongate Community Association,Community and Recreation Centers,secondirongate@aol.com,(703) 361-3481,"8300 Community Dr, Manassas, VA 20109",http://www.secondirongate.com/,"Second Irongate Community Association in Manassas, VA, offers a range of amenities and services to its residents, including a swimming pool, maintenance department, and neighborhood watch program. The association also provides resources such as community newsletters, bulletin boards, and links to local organizations.

With a focus on community engagement and safety, Second Irongate Community Association hosts monthly board meetings and provides important telephone numbers for emergencies and non-emergency services. Residents can rely on the association for information on regulations, events, and local resources within Prince William County.",,,38.7761423,-77.4985326
Verified,Serving Our Neighbors Mobile Drop-in Center -- Manassas Presbyterian Church,Housing Utilities Finances,office@mpc-va.org,703-369-2058,"8201 Ashton Avenue, Manassas, Virginia 20109",https://www.mpc-va.org/mission.html,,"Office Hours are Monday through Thursday, 9 a.m. - 1 p.m.
 
The church office is closed on the following holidays or days: New Year's Day; Martin Luther King, Jr. Day; Presidents Day; Good Friday (noon closing); The Monday following Easter; Memorial Day; Juneteenth; Independence Day; Labor Day; Veterans Day; Thanksgiving Day; The Friday after Thanksgiving; Christmas Day; Day after Christmas; New Years Eve Day. Holidays falling on a Saturday or Sunday are observed in accordance with NCP practices.",,38.7804251,-77.5147616
Verified,Sharron Baucom Dale City Recreation Center,Community and Recreation Centers,rbelcourt@pwcgov.org,(703) 792-8650,"14300 Minnieville Rd, Woodbridge, VA 22193",https://www.pwcva.gov/department/dale,"Group Fitness
HIIT + Core, Vinyasa Yoga and Extreme Hip Hop Step are just a few of the many exciting group fitness classes Sharron Baucom Dale City Recreation Center offers to get your heart pumping!

Personal Training
Get a workout completely tailored to your needs. Whether you're just getting started with fitness, a fitness enthusiast, or in need of a workout designed around specific health considerations, one-on-one training ensures a workout plan as unique as you are.

Outdoor Fitness
We know that health and wellness begin with building healthy communities. Sharron Baucom Dale City Recreation Center offers you best practices for aligning health benefits and total body fitness. From Outdoor Yoga to Wellness Days in the Park, we have something for everyone.",,,38.6422563,-77.3461102
Verified,Hilda Barg Shelter & Bill Mehr Drop-In Shelter,Food,francias@stfrncis.org,(703) 221-6344,"15941 Donald Curtis Drive., Woodbridge, VA 22193",https://stfrncis.org/meals-for-the-homeless/,St. Francis Parish supports the PWC shelter year-round. October to March we provide dinner and from April to September we provide breakfast. You can sign up online to volunteer to prepare and deliver meals. For more information contact Francia Salguero via email or call at (703) 221-6344.,,,38.6081059,-77.295493
Verified,St. Francis Drop-in Shelter,Clothing,francias@stfrncis.org,(703) 221-6344,"15941 Donald Curtis Drive., Woodbridge, VA 22193",https://stfrncis.org/meals-for-the-homeless/,"St. Francis of Assisi Catholic Church serves our homeless brothers and sisters in Eastern Prince William County
St. Francis Parish supports the PWC shelter year-round. October to March we provide dinner and from April to September we provide breakfast. You can sign up online to volunteer to prepare and deliver meals. For more information contact Francia Salguero via email or call at (703) 221-6344.

Winter Meals at The Ferlazzo Building
15941 Donald Curtis Drive.
Woodbridge, VA 22193",,,38.6081056,-77.295493
Verified,St. Francis House,Food,francias@stfrncis.org,(703) 221-6344,"2606 Heth Court., Dumfries, VA 22026",http://www.stfrncis.org/st-francis-house/,"St. Francis House, an outreach ministry of St. Francis of Assisi Parish, was established in 1992.  Its main objective is to serve the many needs of the low-income, disadvantaged families in the Eastern Prince William County.  St. Francis House is located in a rented townhouse within the Williamstown community at 2606 Heth Court., Dumfries, VA 22026

Need our assistance? In order to serve those most in need, and to ensure the continued mission of St. Francis House, we may ask those in need of assistance to provide proof financial hardship. Please call 703-221-6344 or email us to schedule an appointment or request more information.

You can help those in need through our programs, including the Food Pantry, Financial Assistance for the needy, and Meals for the Homeless Shelter.

For more information, please contact Francia Salguero via email or at (703) 221-6344.","Mon – Thurs: 9 a.m. to 3 p.m.
Friday: 9 a.m. to 12 p.m.",,38.5595922,-77.32741110000000
Verified,St. Francis of Assisi,Housing Utilities Finances,francias@stfrncis.org,703-221-6344,"2606 Heth Court., Dumfries, VA 22026",https://stfrncis.org/,"St. Francis House, an outreach ministry of St. Francis of Assisi Parish, was established in 1992.  Its main objective is to serve the many needs of the low-income, disadvantaged families in the Eastern Prince William County.  St. Francis House is located in a rented townhouse within the Williamstown community at 2606 Heth Court., Dumfries, VA 22026

Need our assistance? In order to serve those most in need, and to ensure the continued mission of St. Francis House, we may ask those in need of assistance to provide proof financial hardship. Please call 703-221-6344 or email us to schedule an appointment or request more information.

You can help those in need through our programs, including the Food Pantry, Financial Assistance for the needy, and Meals for the Homeless Shelter.

For more information, please contact Francia Salguero via email or at (703) 221-6344.",,,38.5595923,-77.32741110000000
